name,date,open,high,low,close,volume
bullock,2019-10-25,0.01,0.02,0.01,0.01,11244
bennet,2019-10-25,0.01,0.01,0.01,0.01,0
williamson,2019-10-25,0.01,0.01,0.01,0.01,25
ryan,2019-10-25,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-25,0.01,0.01,0.01,0.01,0
swalwell,2019-10-25,0.01,0.01,0.01,0.01,0
steyer,2019-10-25,0.01,0.02,0.01,0.01,23226
sanders,2019-10-26,0.12000000000000001,0.13,0.11,0.13,3241
booker,2019-10-26,0.01,0.02,0.01,0.01,4208
harris,2019-10-26,0.03,0.05,0.03,0.04,3264
gillibrand,2019-10-26,0.01,0.01,0.01,0.01,3
biden,2019-10-26,0.22,0.23,0.21000000000000002,0.22,5367
warren,2019-10-26,0.4,0.4,0.39,0.4,5907
cuomo,2019-10-26,0.01,0.01,0.01,0.01,2
zuckerberg,2019-10-26,0.01,0.01,0.01,0.01,0
kaine,2019-10-26,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-26,0.03,0.04,0.02,0.03,12068
johnson,2019-10-26,0.01,0.01,0.01,0.01,0
brown,2019-10-26,0.01,0.01,0.01,0.01,0
murphy,2019-10-26,0.01,0.01,0.01,0.01,0
delaney,2019-10-26,0.01,0.01,0.01,0.01,0
winfrey,2019-10-26,0.01,0.01,0.01,0.01,3
o_rourke,2019-10-26,0.01,0.01,0.01,0.01,73
clinton,2019-10-26,0.08,0.09,0.08,0.09,14361
s_brown,2019-10-26,0.01,0.01,0.01,0.01,0
bloomberg,2019-10-26,0.03,0.04,0.02,0.03,6133
yang,2019-10-26,0.08,0.09,0.08,0.09,3642
buttigieg,2019-10-26,0.14,0.17,0.14,0.17,9881
castro,2019-10-26,0.01,0.01,0.01,0.01,0
gabbard,2019-10-26,0.02,0.03,0.02,0.02,5574
hickenlooper,2019-10-26,0.01,0.01,0.01,0.01,0
inslee,2019-10-26,0.01,0.01,0.01,0.01,0
bullock,2019-10-26,0.01,0.02,0.01,0.02,974
bennet,2019-10-26,0.01,0.01,0.01,0.01,0
williamson,2019-10-26,0.01,0.01,0.01,0.01,25
ryan,2019-10-26,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-26,0.01,0.01,0.01,0.01,0
swalwell,2019-10-26,0.01,0.01,0.01,0.01,0
steyer,2019-10-26,0.01,0.02,0.01,0.01,2038
sanders,2019-10-27,0.13,0.13,0.11,0.12000000000000001,16149
booker,2019-10-27,0.01,0.02,0.01,0.02,11187
harris,2019-10-27,0.04,0.05,0.04,0.05,9908
gillibrand,2019-10-27,0.01,0.01,0.01,0.01,0
biden,2019-10-27,0.22,0.23,0.22,0.22,2499
warren,2019-10-27,0.4,0.4,0.38,0.39,7566
cuomo,2019-10-27,0.01,0.01,0.01,0.01,0
zuckerberg,2019-10-27,0.01,0.01,0.01,0.01,0
kaine,2019-10-27,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-27,0.03,0.04,0.02,0.03,2029
johnson,2019-10-27,0.01,0.01,0.01,0.01,0
brown,2019-10-27,0.01,0.01,0.01,0.01,0
murphy,2019-10-27,0.01,0.01,0.01,0.01,0
delaney,2019-10-27,0.01,0.01,0.01,0.01,0
winfrey,2019-10-27,0.01,0.01,0.01,0.01,8
o_rourke,2019-10-27,0.01,0.01,0.01,0.01,11521
clinton,2019-10-27,0.09,0.1,0.08,0.09,14168
s_brown,2019-10-27,0.01,0.01,0.01,0.01,0
bloomberg,2019-10-27,0.03,0.04,0.02,0.03,4950
yang,2019-10-27,0.09,0.09,0.08,0.08,7044
buttigieg,2019-10-27,0.17,0.17,0.15000000000000002,0.15000000000000002,6634
castro,2019-10-27,0.01,0.01,0.01,0.01,3
gabbard,2019-10-27,0.02,0.03,0.02,0.03,12842
hickenlooper,2019-10-27,0.01,0.01,0.01,0.01,0
inslee,2019-10-27,0.01,0.01,0.01,0.01,0
bullock,2019-10-27,0.02,0.02,0.01,0.02,1937
bennet,2019-10-27,0.01,0.01,0.01,0.01,0
williamson,2019-10-27,0.01,0.01,0.01,0.01,876
ryan,2019-10-27,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-27,0.01,0.01,0.01,0.01,0
swalwell,2019-10-27,0.01,0.01,0.01,0.01,0
steyer,2019-10-27,0.01,0.02,0.01,0.02,1237
sanders,2019-10-28,0.12000000000000001,0.13,0.11,0.12000000000000001,19313
booker,2019-10-28,0.02,0.02,0.01,0.01,2003
harris,2019-10-28,0.05,0.05,0.03,0.04,2356
gillibrand,2019-10-28,0.01,0.01,0.01,0.01,25
biden,2019-10-28,0.22,0.23,0.22,0.22,8665
warren,2019-10-28,0.39,0.39,0.36,0.38,8604
cuomo,2019-10-28,0.01,0.01,0.01,0.01,0
zuckerberg,2019-10-28,0.01,0.01,0.01,0.01,0
kaine,2019-10-28,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-28,0.03,0.04,0.02,0.02,10857
johnson,2019-10-28,0.01,0.01,0.01,0.01,0
brown,2019-10-28,0.01,0.01,0.01,0.01,0
murphy,2019-10-28,0.01,0.01,0.01,0.01,0
delaney,2019-10-28,0.01,0.01,0.01,0.01,0
winfrey,2019-10-28,0.01,0.01,0.01,0.01,476
o_rourke,2019-10-28,0.01,0.01,0.01,0.01,812
clinton,2019-10-28,0.09,0.1,0.09,0.09,27712
s_brown,2019-10-28,0.01,0.01,0.01,0.01,100
bloomberg,2019-10-28,0.03,0.04,0.02,0.03,9208
yang,2019-10-28,0.08,0.09,0.07,0.08,19452
buttigieg,2019-10-28,0.15000000000000002,0.17,0.15000000000000002,0.16,16692
castro,2019-10-28,0.01,0.01,0.01,0.01,0
gabbard,2019-10-28,0.03,0.03,0.02,0.03,3067
hickenlooper,2019-10-28,0.01,0.01,0.01,0.01,0
inslee,2019-10-28,0.01,0.01,0.01,0.01,0
bullock,2019-10-28,0.02,0.02,0.01,0.01,112
bennet,2019-10-28,0.01,0.01,0.01,0.01,0
williamson,2019-10-28,0.01,0.01,0.01,0.01,0
ryan,2019-10-28,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-28,0.01,0.01,0.01,0.01,0
swalwell,2019-10-28,0.01,0.01,0.01,0.01,0
steyer,2019-10-28,0.02,0.02,0.01,0.02,1398
sanders,2019-10-29,0.12000000000000001,0.13,0.11,0.12000000000000001,26041
booker,2019-10-29,0.01,0.02,0.01,0.01,20217
harris,2019-10-29,0.04,0.05,0.03,0.03,12981
gillibrand,2019-10-29,0.01,0.01,0.01,0.01,0
biden,2019-10-29,0.22,0.23,0.21000000000000002,0.22,27892
warren,2019-10-29,0.38,0.4,0.36,0.38,15311
cuomo,2019-10-29,0.01,0.01,0.01,0.01,0
zuckerberg,2019-10-29,0.01,0.01,0.01,0.01,0
kaine,2019-10-29,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-29,0.02,0.04,0.02,0.03,6751
johnson,2019-10-29,0.01,0.01,0.01,0.01,1
brown,2019-10-29,0.01,0.01,0.01,0.01,0
murphy,2019-10-29,0.01,0.01,0.01,0.01,0
delaney,2019-10-29,0.01,0.01,0.01,0.01,0
winfrey,2019-10-29,0.01,0.01,0.01,0.01,1004
o_rourke,2019-10-29,0.01,0.01,0.01,0.01,967
clinton,2019-10-29,0.09,0.11,0.09,0.1,17521
s_brown,2019-10-29,0.01,0.01,0.01,0.01,0
bloomberg,2019-10-29,0.03,0.04,0.02,0.03,17677
yang,2019-10-29,0.08,0.09,0.07,0.07,13553
buttigieg,2019-10-29,0.16,0.17,0.15000000000000002,0.15000000000000002,16795
castro,2019-10-29,0.01,0.01,0.01,0.01,2
gabbard,2019-10-29,0.03,0.03,0.02,0.02,6817
hickenlooper,2019-10-29,0.01,0.01,0.01,0.01,150
inslee,2019-10-29,0.01,0.01,0.01,0.01,0
bullock,2019-10-29,0.01,0.01,0.01,0.01,15
bennet,2019-10-29,0.01,0.01,0.01,0.01,0
williamson,2019-10-29,0.01,0.01,0.01,0.01,0
ryan,2019-10-29,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-29,0.01,0.01,0.01,0.01,0
swalwell,2019-10-29,0.01,0.01,0.01,0.01,0
steyer,2019-10-29,0.02,0.02,0.01,0.01,13378
sanders,2019-10-30,0.12000000000000001,0.13,0.11,0.12000000000000001,12185
booker,2019-10-30,0.01,0.02,0.01,0.01,4159
harris,2019-10-30,0.03,0.05,0.03,0.04,24245
gillibrand,2019-10-30,0.01,0.01,0.01,0.01,5
biden,2019-10-30,0.22,0.23,0.21000000000000002,0.23,16989
warren,2019-10-30,0.38,0.4,0.36,0.37,12452
cuomo,2019-10-30,0.01,0.01,0.01,0.01,0
zuckerberg,2019-10-30,0.01,0.01,0.01,0.01,0
kaine,2019-10-30,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-30,0.03,0.04,0.02,0.03,18295
johnson,2019-10-30,0.01,0.01,0.01,0.01,0
brown,2019-10-30,0.01,0.01,0.01,0.01,0
murphy,2019-10-30,0.01,0.01,0.01,0.01,0
delaney,2019-10-30,0.01,0.01,0.01,0.01,0
winfrey,2019-10-30,0.01,0.01,0.01,0.01,25
o_rourke,2019-10-30,0.01,0.01,0.01,0.01,923
clinton,2019-10-30,0.1,0.1,0.09,0.1,16291
s_brown,2019-10-30,0.01,0.01,0.01,0.01,60
bloomberg,2019-10-30,0.03,0.04,0.02,0.03,14200
yang,2019-10-30,0.07,0.08,0.07,0.08,7458
buttigieg,2019-10-30,0.15000000000000002,0.17,0.15000000000000002,0.17,24071
castro,2019-10-30,0.01,0.01,0.01,0.01,869
gabbard,2019-10-30,0.02,0.04,0.02,0.04,44901
hickenlooper,2019-10-30,0.01,0.01,0.01,0.01,0
inslee,2019-10-30,0.01,0.01,0.01,0.01,0
bullock,2019-10-30,0.01,0.01,0.01,0.01,77
bennet,2019-10-30,0.01,0.01,0.01,0.01,858
williamson,2019-10-30,0.01,0.01,0.01,0.01,0
ryan,2019-10-30,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-30,0.01,0.01,0.01,0.01,10
swalwell,2019-10-30,0.01,0.01,0.01,0.01,0
steyer,2019-10-30,0.01,0.02,0.01,0.01,3694
sanders,2019-10-31,0.12000000000000001,0.13,0.11,0.12000000000000001,11905
booker,2019-10-31,0.01,0.02,0.01,0.01,4665
harris,2019-10-31,0.04,0.05,0.03,0.03,13805
gillibrand,2019-10-31,0.01,0.01,0.01,0.01,2
biden,2019-10-31,0.23,0.23,0.22,0.22,14757
warren,2019-10-31,0.37,0.37,0.35,0.36,12834
cuomo,2019-10-31,0.01,0.01,0.01,0.01,0
zuckerberg,2019-10-31,0.01,0.01,0.01,0.01,0
kaine,2019-10-31,0.01,0.01,0.01,0.01,0
klobuchar,2019-10-31,0.03,0.04,0.02,0.02,10386
johnson,2019-10-31,0.01,0.01,0.01,0.01,0
brown,2019-10-31,0.01,0.01,0.01,0.01,0
murphy,2019-10-31,0.01,0.01,0.01,0.01,0
delaney,2019-10-31,0.01,0.01,0.01,0.01,0
winfrey,2019-10-31,0.01,0.01,0.01,0.01,50000
o_rourke,2019-10-31,0.01,0.01,0.01,0.01,1489
clinton,2019-10-31,0.1,0.1,0.09,0.09,21745
s_brown,2019-10-31,0.01,0.01,0.01,0.01,134
bloomberg,2019-10-31,0.03,0.04,0.03,0.03,6496
yang,2019-10-31,0.08,0.08,0.07,0.07,6685
buttigieg,2019-10-31,0.17,0.17,0.15000000000000002,0.15000000000000002,20854
castro,2019-10-31,0.01,0.01,0.01,0.01,8
gabbard,2019-10-31,0.04,0.04,0.03,0.03,9794
hickenlooper,2019-10-31,0.01,0.01,0.01,0.01,0
inslee,2019-10-31,0.01,0.01,0.01,0.01,0
bullock,2019-10-31,0.01,0.01,0.01,0.01,1002
bennet,2019-10-31,0.01,0.01,0.01,0.01,600
williamson,2019-10-31,0.01,0.01,0.01,0.01,0
ryan,2019-10-31,0.01,0.01,0.01,0.01,0
de_blasio,2019-10-31,0.01,0.01,0.01,0.01,0
swalwell,2019-10-31,0.01,0.01,0.01,0.01,0
steyer,2019-10-31,0.01,0.02,0.01,0.01,1270
sanders,2019-11-01,0.12000000000000001,0.14,0.12000000000000001,0.14,26550
booker,2019-11-01,0.01,0.02,0.01,0.01,4069
harris,2019-11-01,0.03,0.05,0.03,0.03,8497
gillibrand,2019-11-01,0.01,0.01,0.01,0.01,0
biden,2019-11-01,0.22,0.23,0.22,0.23,13800
warren,2019-11-01,0.36,0.37,0.35,0.36,20076
cuomo,2019-11-01,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-01,0.01,0.01,0.01,0.01,0
kaine,2019-11-01,0.01,0.01,0.01,0.01,0
klobuchar,2019-11-01,0.02,0.04,0.02,0.03,15153
johnson,2019-11-01,0.01,0.01,0.01,0.01,1
brown,2019-11-01,0.01,0.01,0.01,0.01,0
murphy,2019-11-01,0.01,0.01,0.01,0.01,0
delaney,2019-11-01,0.01,0.01,0.01,0.01,0
winfrey,2019-11-01,0.01,0.01,0.01,0.01,3
o_rourke,2019-11-01,0.01,0.01,0.01,0.01,41
clinton,2019-11-01,0.09,0.1,0.09,0.1,20809
s_brown,2019-11-01,0.01,0.01,0.01,0.01,0
bloomberg,2019-11-01,0.03,0.05,0.03,0.03,15674
yang,2019-11-01,0.07,0.08,0.07,0.08,11369
buttigieg,2019-11-01,0.15000000000000002,0.18,0.15000000000000002,0.17,33516
castro,2019-11-01,0.01,0.01,0.01,0.01,2008
gabbard,2019-11-01,0.03,0.04,0.03,0.03,21479
hickenlooper,2019-11-01,0.01,0.01,0.01,0.01,0
inslee,2019-11-01,0.01,0.01,0.01,0.01,0
bullock,2019-11-01,0.01,0.01,0.01,0.01,2689
bennet,2019-11-01,0.01,0.01,0.01,0.01,0
williamson,2019-11-01,0.01,0.01,0.01,0.01,0
ryan,2019-11-01,0.01,0.01,0.01,0.01,0
de_blasio,2019-11-01,0.01,0.01,0.01,0.01,0
swalwell,2019-11-01,0.01,0.01,0.01,0.01,0
steyer,2019-11-01,0.01,0.02,0.01,0.01,16802
sanders,2019-11-02,0.14,0.14,0.13,0.14,16582
booker,2019-11-02,0.01,0.02,0.01,0.01,4765
harris,2019-11-02,0.03,0.04,0.02,0.03,53037
gillibrand,2019-11-02,0.01,0.01,0.01,0.01,0
biden,2019-11-02,0.23,0.23,0.21000000000000002,0.21000000000000002,17206
warren,2019-11-02,0.36,0.38,0.35,0.37,14375
cuomo,2019-11-02,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-02,0.01,0.01,0.01,0.01,0
kaine,2019-11-02,0.01,0.01,0.01,0.01,0
klobuchar,2019-11-02,0.03,0.04,0.02,0.03,15671
johnson,2019-11-02,0.01,0.01,0.01,0.01,0
brown,2019-11-02,0.01,0.01,0.01,0.01,0
murphy,2019-11-02,0.01,0.01,0.01,0.01,0
delaney,2019-11-02,0.01,0.01,0.01,0.01,0
winfrey,2019-11-02,0.01,0.01,0.01,0.01,5
o_rourke,2019-11-02,0.01,0.01,0.01,0.01,27
clinton,2019-11-02,0.1,0.1,0.09,0.09,21378
s_brown,2019-11-02,0.01,0.01,0.01,0.01,0
bloomberg,2019-11-02,0.03,0.04,0.03,0.03,7819
yang,2019-11-02,0.08,0.08,0.07,0.08,10954
buttigieg,2019-11-02,0.17,0.18,0.16,0.18,18807
castro,2019-11-02,0.01,0.01,0.01,0.01,503
gabbard,2019-11-02,0.03,0.04,0.02,0.03,36277
hickenlooper,2019-11-02,0.01,0.01,0.01,0.01,0
inslee,2019-11-02,0.01,0.01,0.01,0.01,0
bullock,2019-11-02,0.01,0.02,0.01,0.02,7090
bennet,2019-11-02,0.01,0.01,0.01,0.01,0
williamson,2019-11-02,0.01,0.01,0.01,0.01,0
ryan,2019-11-02,0.01,0.01,0.01,0.01,0
de_blasio,2019-11-02,0.01,0.01,0.01,0.01,0
swalwell,2019-11-02,0.01,0.01,0.01,0.01,0
steyer,2019-11-02,0.01,0.01,0.01,0.01,1189
sanders,2019-11-03,0.14,0.15000000000000002,0.13,0.13,12280
booker,2019-11-03,0.01,0.02,0.01,0.01,8374
harris,2019-11-03,0.03,0.03,0.02,0.02,13481
gillibrand,2019-11-03,0.01,0.01,0.01,0.01,0
biden,2019-11-03,0.21000000000000002,0.22,0.21000000000000002,0.22,15758
warren,2019-11-03,0.37,0.38,0.36,0.37,11042
cuomo,2019-11-03,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-03,0.01,0.01,0.01,0.01,0
kaine,2019-11-03,0.01,0.01,0.01,0.01,0
klobuchar,2019-11-03,0.03,0.04,0.03,0.03,4973
johnson,2019-11-03,0.01,0.01,0.01,0.01,0
brown,2019-11-03,0.01,0.01,0.01,0.01,0
murphy,2019-11-03,0.01,0.01,0.01,0.01,0
delaney,2019-11-03,0.01,0.01,0.01,0.01,0
winfrey,2019-11-03,0.01,0.01,0.01,0.01,0
o_rourke,2019-11-03,0.01,0.01,0.01,0.01,15
clinton,2019-11-03,0.09,0.1,0.09,0.09,17408
s_brown,2019-11-03,0.01,0.01,0.01,0.01,0
bloomberg,2019-11-03,0.03,0.04,0.03,0.03,6185
yang,2019-11-03,0.08,0.09,0.07,0.07,13802
buttigieg,2019-11-03,0.18,0.18,0.17,0.17,20240
castro,2019-11-03,0.01,0.01,0.01,0.01,0
gabbard,2019-11-03,0.03,0.04,0.02,0.02,16431
hickenlooper,2019-11-03,0.01,0.01,0.01,0.01,0
inslee,2019-11-03,0.01,0.01,0.01,0.01,0
bullock,2019-11-03,0.02,0.02,0.01,0.01,161
bennet,2019-11-03,0.01,0.01,0.01,0.01,0
williamson,2019-11-03,0.01,0.01,0.01,0.01,0
ryan,2019-11-03,0.01,0.01,0.01,0.01,0
de_blasio,2019-11-03,0.01,0.01,0.01,0.01,0
swalwell,2019-11-03,0.01,0.01,0.01,0.01,0
steyer,2019-11-03,0.01,0.02,0.01,0.01,4139
sanders,2019-11-04,0.14,0.14,0.13,0.14,14678
booker,2019-11-04,0.01,0.02,0.01,0.02,3896
harris,2019-11-04,0.03,0.03,0.02,0.02,18081
gillibrand,2019-11-04,0.01,0.01,0.01,0.01,0
biden,2019-11-04,0.22,0.23,0.21000000000000002,0.22,25627
warren,2019-11-04,0.38,0.38,0.32999999999999996,0.32999999999999996,19737
cuomo,2019-11-04,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-04,0.01,0.01,0.01,0.01,0
kaine,2019-11-04,0.01,0.01,0.01,0.01,0
klobuchar,2019-11-04,0.03,0.04,0.03,0.04,7127
johnson,2019-11-04,0.01,0.01,0.01,0.01,0
brown,2019-11-04,0.01,0.01,0.01,0.01,0
murphy,2019-11-04,0.01,0.01,0.01,0.01,0
delaney,2019-11-04,0.01,0.01,0.01,0.01,0
winfrey,2019-11-04,0.01,0.01,0.01,0.01,4000
o_rourke,2019-11-04,0.01,0.01,0.01,0.01,2
clinton,2019-11-04,0.1,0.1,0.08,0.09,41049
s_brown,2019-11-04,0.01,0.01,0.01,0.01,800
bloomberg,2019-11-04,0.03,0.05,0.03,0.04,29565
yang,2019-11-04,0.08,0.09,0.07,0.08,8188
buttigieg,2019-11-04,0.18,0.19,0.17,0.19,22924
castro,2019-11-04,0.01,0.01,0.01,0.01,6
gabbard,2019-11-04,0.03,0.03,0.02,0.03,11092
hickenlooper,2019-11-04,0.01,0.01,0.01,0.01,0
inslee,2019-11-04,0.01,0.01,0.01,0.01,0
bullock,2019-11-04,0.01,0.01,0.01,0.01,3082
bennet,2019-11-04,0.01,0.01,0.01,0.01,100
williamson,2019-11-04,0.01,0.01,0.01,0.01,0
ryan,2019-11-04,0.01,0.01,0.01,0.01,0
de_blasio,2019-11-04,0.01,0.01,0.01,0.01,0
swalwell,2019-11-04,0.01,0.01,0.01,0.01,0
steyer,2019-11-04,0.01,0.02,0.01,0.01,2513
sanders,2019-11-05,0.14,0.15000000000000002,0.13,0.14,19211
booker,2019-11-05,0.02,0.02,0.01,0.01,3164
harris,2019-11-05,0.02,0.03,0.02,0.03,6688
gillibrand,2019-11-05,0.01,0.01,0.01,0.01,18
biden,2019-11-05,0.22,0.23,0.22,0.22,17106
warren,2019-11-05,0.32999999999999996,0.35,0.32,0.33999999999999997,16729
cuomo,2019-11-05,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-05,0.01,0.01,0.01,0.01,0
kaine,2019-11-05,0.01,0.01,0.01,0.01,0
klobuchar,2019-11-05,0.04,0.04,0.02,0.03,32076
johnson,2019-11-05,0.01,0.01,0.01,0.01,0
brown,2019-11-05,0.01,0.01,0.01,0.01,0
murphy,2019-11-05,0.01,0.01,0.01,0.01,0
delaney,2019-11-05,0.01,0.01,0.01,0.01,0
winfrey,2019-11-05,0.01,0.01,0.01,0.01,0
o_rourke,2019-11-05,0.01,0.01,0.01,0.01,78
clinton,2019-11-05,0.09,0.1,0.09,0.09,14153
s_brown,2019-11-05,0.01,0.01,0.01,0.01,0
bloomberg,2019-11-05,0.04,0.04,0.03,0.03,14962
yang,2019-11-05,0.08,0.09,0.07,0.09,8798
buttigieg,2019-11-05,0.19,0.19,0.17,0.19,22301
castro,2019-11-05,0.01,0.01,0.01,0.01,0
gabbard,2019-11-05,0.03,0.03,0.02,0.03,13871
hickenlooper,2019-11-05,0.01,0.01,0.01,0.01,0
inslee,2019-11-05,0.01,0.01,0.01,0.01,0
bullock,2019-11-05,0.01,0.02,0.01,0.01,4794
bennet,2019-11-05,0.01,0.01,0.01,0.01,0
williamson,2019-11-05,0.01,0.01,0.01,0.01,805
ryan,2019-11-05,0.01,0.01,0.01,0.01,0
de_blasio,2019-11-05,0.01,0.01,0.01,0.01,0
swalwell,2019-11-05,0.01,0.01,0.01,0.01,0
steyer,2019-11-05,0.01,0.02,0.01,0.02,38424
sanders,2019-11-06,0.14,0.15000000000000002,0.13,0.13,16510
booker,2019-11-06,0.01,0.02,0.01,0.02,8184
harris,2019-11-06,0.03,0.03,0.02,0.02,32482
gillibrand,2019-11-06,0.01,0.01,0.01,0.01,0
biden,2019-11-06,0.22,0.23,0.22,0.23,22558
warren,2019-11-06,0.33999999999999997,0.35,0.32,0.32,18368
cuomo,2019-11-06,0.01,0.01,0.01,0.01,0
zuckerberg,2019-11-06,0.01,0.01,0.01,0.01,0
kaine,2019-11-06,0.01,0.01,0.01,0.01,0
