state,name,date,open,high,low,close,volume
WI,Republican,2019-10-05,0.33999999999999997,0.33999999999999997,0.32999999999999996,0.32999999999999996,1
WI,Democratic,2019-10-05,0.7,0.7,0.6799999999999999,0.7,11
WI,Republican,2019-10-06,0.32999999999999996,0.36,0.32999999999999996,0.32999999999999996,2
WI,Democratic,2019-10-06,0.7,0.7,0.7,0.7,0
WI,Republican,2019-10-07,0.32999999999999996,0.36,0.32999999999999996,0.33999999999999997,3
WI,Democratic,2019-10-07,0.7,0.7,0.7,0.7,0
WI,Republican,2019-10-08,0.33999999999999997,0.33999999999999997,0.26,0.26,1057
WI,Democratic,2019-10-08,0.7,0.75,0.6799999999999999,0.75,1079
WI,Republican,2019-10-09,0.26,0.31,0.26,0.28,102
WI,Democratic,2019-10-09,0.75,0.7799999999999999,0.71,0.72,127
WI,Republican,2019-10-10,0.28,0.33999999999999997,0.28,0.28,206
WI,Democratic,2019-10-10,0.72,0.72,0.71,0.71,129
WI,Republican,2019-10-11,0.28,0.33999999999999997,0.28,0.31,511
WI,Democratic,2019-10-11,0.71,0.72,0.7,0.7,28
WI,Republican,2019-10-12,0.31,0.35,0.31,0.35,25
WI,Democratic,2019-10-12,0.7,0.72,0.7,0.72,97
WI,Republican,2019-10-13,0.35,0.36,0.3,0.3,381
WI,Democratic,2019-10-13,0.72,0.75,0.6799999999999999,0.6799999999999999,239
WI,Republican,2019-10-14,0.3,0.3,0.3,0.3,71
WI,Democratic,2019-10-14,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.6799999999999999,1
WI,Republican,2019-10-15,0.3,0.3,0.3,0.3,0
WI,Democratic,2019-10-15,0.6799999999999999,0.6799999999999999,0.6799999999999999,0.6799999999999999,0
WI,Republican,2019-10-16,0.3,0.37,0.3,0.32,481
WI,Democratic,2019-10-16,0.6799999999999999,0.7,0.65,0.65,257
WI,Republican,2019-10-17,0.32,0.32999999999999996,0.32,0.32999999999999996,1
WI,Democratic,2019-10-17,0.65,0.6599999999999999,0.65,0.6599999999999999,1
WI,Republican,2019-10-18,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.32999999999999996,0
WI,Democratic,2019-10-18,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-19,0.32999999999999996,0.36,0.32999999999999996,0.36,1
WI,Democratic,2019-10-19,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-20,0.36,0.36,0.32999999999999996,0.32999999999999996,99
WI,Democratic,2019-10-20,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-21,0.32999999999999996,0.32999999999999996,0.32999999999999996,0.32999999999999996,3
WI,Democratic,2019-10-21,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-22,0.32999999999999996,0.37,0.32999999999999996,0.37,2
WI,Democratic,2019-10-22,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,3
WI,Republican,2019-10-23,0.37,0.37,0.32999999999999996,0.32999999999999996,1
WI,Democratic,2019-10-23,0.6599999999999999,0.6699999999999999,0.6599999999999999,0.6699999999999999,129
WI,Republican,2019-10-24,0.32999999999999996,0.4,0.32999999999999996,0.33999999999999997,377
WI,Democratic,2019-10-24,0.6699999999999999,0.6699999999999999,0.63,0.6699999999999999,286
WI,Republican,2019-10-25,0.33999999999999997,0.42000000000000004,0.33999999999999997,0.42000000000000004,105
WI,Democratic,2019-10-25,0.6699999999999999,0.6699999999999999,0.62,0.6699999999999999,411
WI,Republican,2019-10-26,0.42000000000000004,0.42000000000000004,0.41000000000000003,0.41000000000000003,98
WI,Democratic,2019-10-26,0.6699999999999999,0.6799999999999999,0.63,0.6599999999999999,158
WI,Republican,2019-10-27,0.41000000000000003,0.41000000000000003,0.4,0.41000000000000003,7
WI,Democratic,2019-10-27,0.6599999999999999,0.6699999999999999,0.6599999999999999,0.6699999999999999,6
WI,Republican,2019-10-28,0.41000000000000003,0.41000000000000003,0.4,0.4,46
WI,Democratic,2019-10-28,0.6699999999999999,0.6699999999999999,0.63,0.6599999999999999,136
WI,Republican,2019-10-29,0.4,0.4,0.38,0.38,1
WI,Democratic,2019-10-29,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-30,0.38,0.38,0.38,0.38,0
WI,Democratic,2019-10-30,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0
WI,Republican,2019-10-31,0.38,0.38,0.38,0.38,0
WI,Democratic,2019-10-31,0.6599999999999999,0.6599999999999999,0.65,0.65,50
WI,Republican,2019-11-01,0.38,0.4,0.38,0.38,38
WI,Democratic,2019-11-01,0.65,0.65,0.63,0.63,151
WI,Republican,2019-11-02,0.38,0.38,0.38,0.38,0
WI,Democratic,2019-11-02,0.63,0.65,0.63,0.65,21
WI,Republican,2019-11-03,0.38,0.4,0.38,0.4,10
WI,Democratic,2019-11-03,0.65,0.65,0.61,0.62,111
WI,Republican,2019-11-04,0.4,0.4,0.39,0.4,8
WI,Democratic,2019-11-04,0.62,0.6599999999999999,0.61,0.61,405
WI,Republican,2019-11-05,0.4,0.43000000000000005,0.38,0.43000000000000005,77
WI,Democratic,2019-11-05,0.61,0.62,0.61,0.62,1
WI,Republican,2019-11-06,0.43000000000000005,0.44,0.39,0.4,42
WI,Democratic,2019-11-06,0.62,0.63,0.62,0.63,16
WI,Republican,2019-11-07,0.4,0.4,0.38,0.38,12
WI,Democratic,2019-11-07,0.63,0.64,0.63,0.64,10
WI,Republican,2019-11-08,0.38,0.5,0.38,0.4,1508
WI,Democratic,2019-11-08,0.64,0.64,0.61,0.64,94
