date,hits,geo,time,keyword,gprop,category
2019-02-10T00:00:00Z,5,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-11T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-12T00:00:00Z,4,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-13T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-14T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-15T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-16T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-17T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-18T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-19T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-20T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-21T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-22T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-23T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-24T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-25T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-26T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-27T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-02-28T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-01T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-02T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-03T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-04T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-05T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-06T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-07T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-08T00:00:00Z,12,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-09T00:00:00Z,5,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-10T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-11T00:00:00Z,3,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-12T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-13T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-14T00:00:00Z,3,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-15T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-16T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-17T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-18T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-19T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-20T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-21T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-22T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-23T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-24T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-25T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-26T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-27T00:00:00Z,1,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-28T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
2019-03-29T00:00:00Z,2,world,2019-01-01 2019-09-13,bennet,web,All categories
